date,ret_1d,ret_5d,ret_10d,ret_20d,ret_intraday,ret_overnight,high_low_range,log_volume,volume_ratio_20d,close_vs_ma5,close_vs_ma20,close_vs_ma50,momentum_5_20,vol_5d,vol_20d,vol_50d,rsi_14,bn_ret_1d,bn_ret_5d,nifty_bn_spread,nifty_bn_corr_20d,vix_level,vix_change,vix_5d_change,vix_ma_ratio,close_vs_252d_high,close_vs_252d_low,dow,ret_zscore,ma5_smooth_signal,volume_normalized
2022-01-03,,,,,0.013719834634525474,,0.01494122906028329,12.20856952572876,,,,,,,,,,,,,,16.450000762939453,,,,,,0,,,0.1803011803011803
2022-01-04,0.01018687423526421,,,,0.0070045135927506805,0.00316022480491133,0.013144933551901827,12.418761738940525,,,,,,,,,,0.011483476093859135,,-0.0012966018585949257,,16.1200008392334,-0.020060784705221324,,,,,1,1.1449721316705,,0.22802197802197802
2022-01-05,0.0067395852346920915,,,,0.005900662338031,0.0008340017340391177,0.010925906716782193,12.435198268521932,,,,,,,,,,0.023228733767232113,,-0.01648914853254002,,17.229999542236328,0.06885847675028511,,,,,2,0.7402122206783603,0.00800149335376954,0.23219373219373218
2022-01-06,-0.010005417462796928,,,,-0.001271891795874722,-0.008744647912860351,0.00802430050690625,12.373703486914124,,,,,,,,,,-0.005455459241566207,,-0.004549958221230721,,17.979999542236328,0.043528730117578185,,,,,3,-1.2258851388043954,-0.006303990429616713,0.21693121693121692
2022-01-07,0.003764183651131514,,,,0.0008484070721001153,0.0029133049105421684,0.011253163615933244,12.385473273896464,,0.0016723567683309959,,,,,,,,0.006651104287114684,,-0.00288692063598317,,17.600000381469727,-0.021134547855463315,,,,,4,0.3908584879544784,-0.005353906281610588,0.21978021978021978
2022-01-10,0.010700318921871732,0.021423352220734104,,,0.005024199677046887,0.00564774385198762,0.007681859554834237,12.356215303959893,,0.008109352111235424,,,,0.008463161268355912,,,,0.01611826436462538,0.05288027485181801,-0.005417945442753647,,17.68000030517578,0.004545450112051208,0.07477200517871219,,,,0,1.2052577142300582,0.0020761873121450947,0.21275946275946275
2022-01-11,0.002913311252602302,0.014068884177419472,,,0.0032226250503535163,-0.00030832019735964214,0.0064716009789125345,12.302291503270716,,0.008217844253032958,,,,0.0077918879108761704,,,,0.0024590860279787297,0.04348654522844586,0.0004542252246235723,,17.760000228881836,0.0045248824844552615,0.1017369295451247,,,,1,0.2909541758306051,-0.0006990155216122229,0.20034595034595035
2022-01-12,0.008673115731830494,0.016016491227458518,,,0.0023086568181317378,0.006349799406006397,0.005444022305005736,12.409013489526863,,0.01371198983496602,,,,0.00807763748676673,,,,0.007422872996319718,0.027367761122884193,0.001250242735510776,,17.18000030517578,-0.03265765294095224,-0.0029018710614577836,,,,2,0.9672357257550868,0.0030489290507627054,0.22557997557997558
2022-01-13,0.0024956237305924223,0.028846121039619588,,,4.386160102974202e-05,0.0024516545960668215,0.005939884000781344,12.62379565103384,,0.010483546521933507,,,,0.003729048786920169,,,,-0.006651635781334209,0.026132106847780445,0.009147259511926631,,16.700000762939453,-0.02793943735214721,-0.07119014526613665,,,,3,0.2419118227806612,0.002187445966752577,0.28530728530728533
2022-01-14,-0.00011232356375068253,0.024872748133738076,,,0.00389056915039868,-0.003987379538326619,0.009164171733563398,12.343658308482738,,0.005439214558700778,,,,0.0045476824790069955,,,,-0.0025877544231713845,0.01671445507858227,0.002475430859420702,,16.559999465942383,-0.008383310814437883,-0.059090959828746126,,,,4,-0.06429764052668493,0.0014449092715689282,0.2098087098087098
